47801
1,-75.4756177,44.6323191
2,-75.4761241,44.6317003
3,-75.7336397,44.5800005
4,-75.7606232,44.5540184
5,-75.7833183,44.5209488
6,-75.8943506,44.4342474
7,-122.3350912,49.0369863
8,-79.0798542,43.0748152
9,-79.0785684,43.078675
10,-79.0789963,43.0782077
11,-79.0787226,43.0764568
12,-79.0780215,43.0840311
13,-79.0469495,43.1532337
14,-78.9906508,43.0893447
15,-78.9909409,43.0789865
16,-78.9310833,42.9949649
17,-78.9184973,42.9892103
18,-78.9122933,42.9875931
19,-78.9418379,43.0012172
20,-79.0720203,43.1535701
21,-79.0469388,43.1532572
22,-78.9903383,43.0893051
23,-78.9906004,43.0633431
24,-78.9414945,43.0014369
25,-78.9176114,42.9890015
26,-75.4780204,44.7545645
27,-75.1000086,44.957344
28,-74.7876156,45.05319
29,-74.7681988,45.0520124
30,-74.7397988,44.9947268
31,-76.1300379,44.344002
32,-75.8393714,44.5034714
33,-75.7684707,44.5282687
34,-75.7434754,44.5648748
35,-75.7334594,44.5799218
36,-83.067578,42.3023344
37,-83.0650847,42.2992916
38,-83.0669432,42.3023134
39,-123.0572158,49.082906
40,-76.176191,44.3435313
41,-75.5250218,44.7229108
42,-75.5288195,44.7205428
43,-75.523468,44.7210859
44,-75.5265708,44.7253291
45,-75.5246054,44.7234023
46,-75.5211824,44.7257155
47,-75.5251579,44.7233668
48,-75.5247535,44.7228508
49,-75.6814421,44.6141078
50,-75.680979,44.614236
51,-75.6979365,44.6020084
52,-75.7057825,44.5962518
53,-75.7051174,44.5965606
54,-75.9824991,44.3691869
55,-75.9758004,44.3686384
56,-75.8926088,44.421311
57,-75.8087703,44.5
58,-75.7865798,44.5156728
59,-75.7837678,44.5203116
60,-75.7862781,44.5195147
61,-75.7867695,44.5188655
62,-75.9797048,44.3728988
63,-75.9792271,44.3694819
64,-75.9818413,44.3672181
65,-75.9791257,44.3692123
66,-75.9790428,44.3720133
67,-75.9822616,44.3691677
68,-75.9787034,44.3688656
69,-75.9838365,44.3652921
70,-75.9785508,44.356276
71,-75.9847104,44.3495303
72,-75.7005046,44.5991677
73,-75.701981,44.5988733
74,-75.6972936,44.6022978
75,-75.7014431,44.5994379
76,-75.701737,44.5996725
77,-75.6981666,44.5984576
78,-75.7033186,44.6001065
79,-75.7015279,44.5890413
80,-75.7128575,44.6073195
81,-75.7115656,44.6046893
82,-75.7105352,44.6051102
83,-75.7141522,44.6056876
84,-75.7066659,44.6022461
85,-75.7073427,44.6016687
86,-75.7158408,44.6101942
87,-75.6867549,44.6069561
88,-75.6574698,44.6089013
89,-75.655438,44.6087807
90,-75.6089031,44.6381407
91,-75.5599799,44.6799554
92,-75.5512322,44.68756
93,-75.6856418,44.6069579
94,-75.6852043,44.6139923
95,-75.6845047,44.6134489
96,-75.6852162,44.6113465
97,-75.6845351,44.6098789
98,-75.7022848,44.5886983
99,-75.7042226,44.5874897
100,-75.7055703,44.5925542
101,-75.7064472,44.5836849
102,-75.7060717,44.5839853
103,-75.7028728,44.5854936
104,-75.7022927,44.5847335
105,-75.7055377,44.5832523
106,-75.7093138,44.5817877
107,-75.7078713,44.5801367
108,-75.707066,44.5805665
109,-75.6845014,44.5887407
110,-75.6838326,44.5891483
